"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
104;Carlos Clerc\Carlos-Clerc;es ESP;DF;Levante;27;1992;13;13;1169;0;2;0;0;4;0;0.00;0.15;0.15;0.00;0.15;0.1;0.1;1.5;0.01;0.12;0.12;0.01;0.12;Matches
105;Coke\Coke;es ESP;DF;Levante;32;1987;10;6;550;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.2;0.01;0.03;0.04;0.01;0.04;Matches
106;Álex Collado\Alex-Collado;es ESP;DF;Barcelona;20;1999;1;0;5;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
107;Francis Coquelin\Francis-Coquelin;fr FRA;MF;Valencia;28;1991;19;17;1481;0;0;0;0;7;1;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.1;0.02;0.00;0.03;0.02;0.03;Matches
108;Sébastien Corchia\Sebastien-Corchia;fr FRA;DF;Espanyol;28;1990;3;3;270;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.5;0.05;0.17;0.22;0.05;0.22;Matches
109;Iñigo Córdoba\Inigo-Cordoba;es ESP;FW;Athletic Bilbao;22;1997;13;12;777;0;1;0;0;4;0;0.00;0.12;0.12;0.00;0.12;0.8;0.8;0.6;0.09;0.07;0.16;0.09;0.16;Matches
110;Ángel Correa\Angel-Correa;ar ARG;MFFW;Atletico Madrid;24;1995;21;15;1403;5;6;0;0;5;0;0.32;0.38;0.71;0.32;0.71;5.5;5.5;3.2;0.35;0.21;0.56;0.35;0.56;Matches
111;Rober Correa\Rober-Correa;es ESP;DF;Eibar;26;1992;4;3;257;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.01;0.00;0.01;0.01;0.01;Matches
112;Thierry Correia\Thierry-Correia;pt POR;DF;Valencia;20;1999;2;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.02;0.02;0.00;0.02;Matches
113;Diego Costa\Diego-Costa;es ESP;FW;Atletico Madrid;30;1988;12;8;784;2;2;1;2;2;0;0.23;0.23;0.46;0.11;0.34;3.0;1.5;1.2;0.35;0.14;0.49;0.17;0.31;Matches
114;Jaume Costa\Jaume-Costa;es ESP;DF;Valencia;31;1988;13;10;961;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.00;0.02;0.03;0.00;0.03;Matches
115;David Costas\David-Costas;es ESP;DF;Celta Vigo;24;1995;6;3;335;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.03;0.00;0.03;0.03;0.03;Matches
116;Thibaut Courtois\Thibaut-Courtois;be BEL;GK;Real Madrid;27;1992;23;23;2070;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.00;0.00;0.00;0.00;0.00;Matches
117;Sebastián Cristóforo\Sebastian-Cristoforo;uy URU;MF;Eibar;25;1993;6;2;240;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.02;0.04;0.06;0.02;0.06;Matches
118;Cucho\Cucho;co COL;FWMF;Mallorca;20;1999;11;7;713;2;1;0;0;3;0;0.25;0.13;0.38;0.25;0.38;2.0;2.0;1.0;0.25;0.13;0.37;0.25;0.37;Matches
119;Marc Cucurella\Marc-Cucurella;es ESP;MFDF;Getafe;21;1998;25;25;2231;1;4;0;0;5;0;0.04;0.16;0.20;0.04;0.20;1.3;1.3;3.6;0.05;0.15;0.20;0.05;0.20;Matches
120;Iván Cuéllar\Ivan-Cuellar;es ESP;GK;Leganés;35;1984;15;15;1349;0;0;0;0;3;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
121;Moanes Dabour\Moanes-Dabour;il ISR;FW;Sevilla;27;1992;2;0;24;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.58;0.00;0.58;0.58;0.58;Matches
122;Sergi Darder\Sergi-Darder;es ESP;MFFW;Espanyol;25;1993;25;23;2023;2;1;0;0;2;0;0.09;0.04;0.13;0.09;0.13;2.1;2.1;1.9;0.09;0.09;0.18;0.09;0.18;Matches
123;Ousmane Dembélé\Ousmane-Dembele;fr FRA;FW;Barcelona;22;1997;5;3;357;1;0;0;0;1;1;0.25;0.00;0.25;0.25;0.25;1.1;1.1;0.7;0.27;0.18;0.45;0.27;0.45;Matches
124;Deyverson\Deyverson;br BRA;FW;Getafe;28;1991;4;2;144;0;1;0;0;2;0;0.00;0.62;0.62;0.00;0.62;0.1;0.1;0.5;0.05;0.34;0.39;0.05;0.39;Matches
125;Mouctar Diakhaby\Mouctar-Diakhaby;fr FRA;DF;Valencia;22;1996;16;10;1002;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
126;Brahim Díaz\Brahim-Diaz;es ESP;FWMF;Real Madrid;19;1999;3;0;23;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
127;Víctor Díaz\Victor-Diaz;es ESP;DF;Granada;31;1988;24;24;2131;0;5;0;0;3;0;0.00;0.21;0.21;0.00;0.21;0.4;0.4;2.4;0.02;0.10;0.12;0.02;0.12;Matches
128;Papakouli Diop\Papakouli-Diop;sn SEN;MF;Eibar;33;1986;20;18;1593;1;0;0;0;6;0;0.06;0.00;0.06;0.06;0.06;0.8;0.8;0.3;0.04;0.02;0.06;0.04;0.06;Matches
129;Djené\Djene;tg TOG;DF;Getafe;27;1991;24;24;2160;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.4;0.01;0.02;0.02;0.01;0.02;Matches
130;Marko Dmitrović\Marko-Dmitrovic;rs SRB;GK;Eibar;27;1992;24;24;2160;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
131;Jaume Doménech\Jaume-Domenech;es ESP;GK;Valencia;28;1990;12;11;1053;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
132;Domingos Duarte\Domingos-Duarte;pt POR;DF;Granada;24;1995;25;25;2201;2;0;0;0;5;0;0.08;0.00;0.08;0.08;0.08;1.0;1.0;0.0;0.04;0.00;0.04;0.04;0.04;Matches
133;Óscar Duarte\Oscar-Duarte;cr CRC;DF;Levante;30;1989;6;3;305;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.03;0.00;0.03;0.03;0.03;Matches
134;Rubén Duarte\Ruben-Duarte;es ESP;DF;Alavés;23;1995;25;25;2250;0;1;0;0;9;0;0.00;0.04;0.04;0.00;0.04;1.0;1.0;0.6;0.04;0.03;0.06;0.04;0.06;Matches
135;Hugo Duro\Hugo-Duro;es ESP;FW;Getafe;19;1999;3;1;77;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.0;0.42;0.00;0.42;0.42;0.42;Matches
136;Aritz Elustondo\Aritz-Elustondo;es ESP;DF;Real Sociedad;25;1994;12;10;838;0;1;0;0;1;0;0.00;0.11;0.11;0.00;0.11;0.3;0.3;0.2;0.03;0.02;0.05;0.03;0.05;Matches
137;Rodrigo Ely\Rodrigo-Ely;br BRA;DF;Alavés;25;1993;18;18;1586;1;0;0;0;7;0;0.06;0.00;0.06;0.06;0.06;0.4;0.4;0.0;0.02;0.00;0.02;0.02;0.02;Matches
138;Adri Embarba\Adri-Embarba;es ESP;MFFW;Espanyol;27;1992;6;5;458;2;1;1;1;2;0;0.39;0.20;0.59;0.20;0.39;1.1;0.4;0.7;0.22;0.13;0.36;0.07;0.21;Matches
139;Emerson\Emerson;br BRA;DF;Betis;20;1999;22;22;1935;3;5;0;0;8;0;0.14;0.23;0.37;0.14;0.37;1.2;1.2;2.6;0.06;0.12;0.18;0.06;0.18;Matches
140;Youssef En-Nesyri\Youssef-En-Nesyri;ma MAR;FW;Sevilla;22;1997;6;3;293;3;0;0;0;0;0;0.92;0.00;0.92;0.92;0.92;2.9;2.9;0.0;0.88;0.01;0.89;0.88;0.89;Matches
141;Youssef En-Nesyri\Youssef-En-Nesyri;ma MAR;FW;Leganés;22;1997;18;15;1384;4;2;0;0;2;0;0.26;0.13;0.39;0.26;0.39;3.9;3.9;0.7;0.25;0.04;0.30;0.25;0.30;Matches
142;Sergi Enrich\Sergi-Enrich;es ESP;FW;Eibar;29;1990;19;16;1359;1;3;0;0;3;0;0.07;0.20;0.26;0.07;0.26;2.4;2.4;0.5;0.16;0.03;0.19;0.16;0.19;Matches
143;Javier Eraso\Javier-Eraso;es ESP;MFFW;Leganés;29;1990;15;8;607;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.6;0.06;0.09;0.14;0.06;0.14;Matches
144;Gonzalo Escalante\Gonzalo-Escalante;ar ARG;MF;Eibar;26;1993;18;14;1302;0;1;0;0;6;1;0.00;0.07;0.07;0.00;0.07;1.4;1.4;0.6;0.09;0.04;0.13;0.09;0.13;Matches
145;Aarón Escandell\Aaron-Escandell;es ESP;GK;Granada;23;1995;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
146;Sergio Escudero\Sergio-Escudero;es ESP;DF;Sevilla;29;1989;6;4;413;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.6;0.03;0.13;0.16;0.03;0.16;Matches
147;Bernardo Espinosa\Bernardo-Espinosa;co COL;DF;Espanyol;30;1989;17;17;1530;2;0;0;0;4;0;0.12;0.00;0.12;0.12;0.12;1.4;1.4;0.3;0.08;0.02;0.10;0.08;0.10;Matches
148;Esquerdo\Esquerdo;es ESP;MF;Valencia;20;1999;2;0;11;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
149;Pervis Estupiñán\Pervis-Estupinan;ec ECU;DF;Osasuna;21;1998;25;25;2247;1;3;0;0;6;0;0.04;0.12;0.16;0.04;0.16;1.0;1.0;2.3;0.04;0.09;0.14;0.04;0.14;Matches
150;Oghenekaro Etebo\Oghenekaro-Etebo;ng NGA;MF;Getafe;23;1995;5;3;279;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.08;0.00;0.08;0.08;0.08;Matches
151;Beñat Etxebarria\Benat-Etxebarria;es ESP;MF;Athletic Bilbao;32;1987;11;3;388;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.4;0.03;0.10;0.12;0.03;0.12;Matches
152;Xabier Etxeita\Xabier-Etxeita;es ESP;DF;Getafe;31;1987;9;8;765;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
153;Edu Expósito\Edu-Exposito;es ESP;MF;Eibar;22;1996;23;15;1458;2;1;0;0;3;0;0.12;0.06;0.19;0.12;0.19;0.6;0.6;1.1;0.04;0.07;0.11;0.04;0.11;Matches
154;Fabricio\Fabricio;es ESP;GK;Mallorca;31;1987;2;1;90;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
155;Fayçal Fajr\Faycal-Fajr;ma MAR;MF;Getafe;30;1988;7;5;389;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.5;0.10;0.11;0.22;0.10;0.22;Matches
156;Eliseo Falcon\Eliseo-Falcon;es ESP;DF;Levante;22;1997;1;1;73;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
157;Ansu Fati\Ansu-Fati;es ESP;FWDF;Barcelona;16;2002;15;7;678;4;1;0;0;2;0;0.53;0.13;0.66;0.53;0.66;2.4;2.4;1.5;0.32;0.20;0.52;0.32;0.52;Matches
158;Aleix Febas\Aleix-Febas;es ESP;MF;Mallorca;23;1996;23;18;1408;0;3;0;0;3;0;0.00;0.19;0.19;0.00;0.19;0.6;0.6;1.4;0.04;0.09;0.13;0.04;0.13;Matches
159;Zouhair Feddal\Zouhair-Feddal;ma MAR;DF;Betis;30;1989;11;10;848;0;1;0;0;7;2;0.00;0.11;0.11;0.00;0.11;0.3;0.3;0.3;0.03;0.03;0.07;0.03;0.07;Matches
160;Ljubomir Fejsa\Ljubomir-Fejsa;rs SRB;MF;Alavés;30;1988;5;5;365;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
161;Nabil Fekir\Nabil-Fekir;fr FRA;MFFW;Betis;26;1993;21;20;1731;7;2;1;1;7;1;0.36;0.10;0.47;0.31;0.42;5.0;4.3;1.5;0.26;0.08;0.34;0.22;0.30;Matches
162;Felipe\Felipe;br BRA;DF;Atletico Madrid;30;1989;20;19;1711;1;0;0;0;6;0;0.05;0.00;0.05;0.05;0.05;1.1;1.1;0.1;0.06;0.01;0.06;0.06;0.06;Matches
163;João Félix\Joao-Felix;pt POR;FWMF;Atletico Madrid;19;1999;19;16;1339;3;1;0;0;4;0;0.20;0.07;0.27;0.20;0.27;5.2;5.2;1.9;0.35;0.13;0.48;0.35;0.48;Matches
164;Aitor Fernández\Aitor-Fernandez;es ESP;GK;Levante;28;1991;26;26;2340;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.2;0.00;0.01;0.01;0.00;0.01;Matches
165;Andrés Fernández\Andres-Fernandez;es ESP;GK;Villarreal;32;1986;4;3;293;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
166;Carlos Fernández\Carlos-Fernandez;es ESP;FWMF;Granada;23;1996;22;12;1314;5;2;0;0;6;0;0.34;0.14;0.48;0.34;0.48;4.1;4.1;1.0;0.28;0.07;0.35;0.28;0.35;Matches
167;Gabriel Fernández\Gabriel-Fernandez;uy URU;FWMF;Celta Vigo;25;1994;15;5;491;1;1;0;0;3;1;0.18;0.18;0.37;0.18;0.37;0.7;0.7;0.2;0.13;0.04;0.17;0.13;0.17;Matches
168;Joaquín Fernández\Joaquin-Fernandez;es ESP;MFDF;Valladolid;23;1996;13;12;1075;1;0;0;0;7;0;0.08;0.00;0.08;0.08;0.08;0.1;0.1;0.1;0.01;0.00;0.02;0.01;0.02;Matches
169;Fernando\Fernando;br BRA;MF;Sevilla;32;1987;24;24;2090;1;2;0;0;10;0;0.04;0.09;0.13;0.04;0.13;1.5;1.5;0.5;0.07;0.02;0.09;0.07;0.09;Matches
170;Facundo Ferreyra\Facundo-Ferreyra;ar ARG;FW;Espanyol;28;1991;13;5;538;1;0;0;0;2;0;0.17;0.00;0.17;0.17;0.17;1.2;1.2;0.4;0.20;0.06;0.26;0.20;0.26;Matches
171;Junior Firpo\Junior-Firpo;es ESP;DF;Barcelona;22;1996;11;9;809;1;0;0;0;3;0;0.11;0.00;0.11;0.11;0.11;0.6;0.6;0.5;0.07;0.05;0.12;0.07;0.12;Matches
172;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DFMF;Valencia;28;1991;3;3;195;0;0;0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.06;0.00;0.06;0.06;0.06;Matches
173;Hernâni Fortes\Hernani-Fortes;pt POR;MFFW;Levante;27;1991;11;4;419;2;0;0;0;2;1;0.43;0.00;0.43;0.43;0.43;0.9;0.9;0.9;0.20;0.20;0.40;0.20;0.40;Matches
174;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;DF;Granada;26;1993;8;5;547;1;0;0;0;2;0;0.16;0.00;0.16;0.16;0.16;0.2;0.2;0.1;0.03;0.02;0.05;0.03;0.05;Matches
175;Jorge de Frutos\Jorge-de-Frutos;es ESP;MFFW;Valladolid;22;1997;3;0;56;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.21;0.10;0.32;0.21;0.32;Matches
176;Ramiro Funes Mori\Ramiro-Funes-Mori;ar ARG;DF;Villarreal;28;1991;7;5;451;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.01;0.02;0.03;0.01;0.03;Matches
177;Enric Gallego\Enric-Gallego;es ESP;FW;Osasuna;32;1986;5;3;323;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.6;0.6;0.5;0.17;0.13;0.30;0.17;0.30;Matches
178;Enric Gallego\Enric-Gallego;es ESP;FW;Getafe;32;1986;5;2;162;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.13;0.00;0.13;0.13;0.13;Matches
179;Kévin Gameiro\Kevin-Gameiro;fr FRA;FW;Valencia;32;1987;19;12;1047;5;1;0;1;0;0;0.43;0.09;0.52;0.43;0.52;4.3;3.6;1.7;0.37;0.14;0.52;0.31;0.45;Matches
180;Fran Gámez\Fran-Gamez;es ESP;DF;Mallorca;28;1991;14;13;1229;0;1;0;0;2;0;0.00;0.07;0.07;0.00;0.07;0.9;0.9;0.7;0.07;0.05;0.12;0.07;0.12;Matches
181;Ezequiel Garay\Ezequiel-Garay;ar ARG;DF;Valencia;32;1986;17;17;1438;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.6;0.6;0.1;0.04;0.00;0.04;0.04;0.04;Matches
182;Dani García\Dani-Garcia;es ESP;MF;Athletic Bilbao;29;1990;25;24;2188;0;0;0;0;6;0;0.00;0.00;0.00;0.00;0.00;0.5;0.5;0.4;0.02;0.02;0.04;0.02;0.04;Matches
183;David García\David-Garcia;es ESP;DF;Osasuna;25;1994;22;21;1892;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.9;0.9;0.2;0.04;0.01;0.05;0.04;0.05;Matches
184;Javi García\Javi-Garcia;es ESP;MF;Betis;32;1987;7;4;360;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.06;0.00;0.06;0.06;0.06;Matches
185;Manu García\Manu-Garcia;es ESP;MF;Alavés;33;1986;25;20;1766;0;0;0;0;10;1;0.00;0.00;0.00;0.00;0.00;2.1;2.1;0.1;0.10;0.01;0.11;0.10;0.11;Matches
186;Raúl García\Raul-Garcia;es ESP;MFFW;Athletic Bilbao;33;1986;24;23;2002;8;1;5;5;7;0;0.36;0.04;0.40;0.13;0.18;7.6;3.8;0.5;0.34;0.02;0.37;0.17;0.20;Matches
187;Raúl García\Raul-Garcia;es ESP;DF;Getafe;30;1989;4;3;246;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.2;0.00;0.08;0.08;0.00;0.08;Matches
188;Raúl García\Raul-Garcia;es ESP;DF;Valladolid;30;1989;7;7;630;0;1;0;0;2;0;0.00;0.14;0.14;0.00;0.14;0.2;0.2;0.2;0.02;0.04;0.06;0.02;0.06;Matches
189;Rubén García\Ruben-Garcia;es ESP;MFFW;Osasuna;26;1993;23;21;1776;6;2;1;1;4;0;0.30;0.10;0.41;0.25;0.35;5.6;4.8;2.7;0.28;0.14;0.42;0.24;0.38;Matches
190;Unai García\Unai-Garcia;es ESP;DF;Osasuna;27;1992;4;2;198;1;0;0;0;0;0;0.45;0.00;0.45;0.45;0.45;0.2;0.2;0.1;0.10;0.05;0.15;0.10;0.15;Matches
191;Mario Gaspar\Mario-Gaspar;es ESP;DF;Villarreal;28;1990;16;16;1410;0;1;0;0;2;0;0.00;0.06;0.06;0.00;0.06;0.9;0.9;1.4;0.06;0.09;0.15;0.06;0.15;Matches
192;José Antonio Martínez Gil\Jose-Antonio-Martinez-Gil;es ESP;DF;Granada;26;1993;16;11;1035;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.01;0.00;0.01;0.01;0.01;Matches
193;Ibai Gómez\Ibai-Gomez;es ESP;FW;Athletic Bilbao;29;1989;14;6;648;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1.1;1.1;1.6;0.15;0.22;0.37;0.15;0.37;Matches
194;Maxi Gómez\Maxi-Gomez;uy URU;FW;Valencia;22;1996;22;17;1508;8;2;0;1;5;0;0.48;0.12;0.60;0.48;0.60;4.1;3.4;1.7;0.25;0.10;0.34;0.20;0.30;Matches
195;Moi Gómez\Moi-Gomez;es ESP;FWMF;Villarreal;25;1994;25;20;1712;4;3;0;0;1;0;0.21;0.16;0.37;0.21;0.37;2.3;2.3;2.6;0.12;0.14;0.26;0.12;0.26;Matches
196;Sergi Gómez\Sergi-Gomez;es ESP;DF;Sevilla;27;1992;7;5;475;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.01;0.01;0.00;0.01;Matches
197;Maxime Gonalons\Maxime-Gonalons;fr FRA;MF;Granada;30;1989;17;15;1360;0;0;0;0;6;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.4;0.01;0.03;0.04;0.01;0.04;Matches
198;Bruno González\Bruno-Gonzalez;es ESP;DF;Getafe;29;1990;2;2;180;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.01;0.01;0.00;0.01;Matches
199;Bruno González\Bruno-Gonzalez;es ESP;DF;Levante;29;1990;2;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
200;Édgar González\Edgar-Gonzalez;es ESP;MF;Betis;22;1997;6;6;483;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.7;0.7;0.0;0.14;0.00;0.14;0.14;0.14;Matches
201;Andoni Gorosabel\Andoni-Gorosabel;es ESP;DF;Real Sociedad;22;1996;5;3;293;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.02;0.02;0.00;0.02;Matches
202;Esteban Granero\Esteban-Granero;es ESP;MF;Espanyol;32;1987;11;5;471;1;0;0;0;5;0;0.19;0.00;0.19;0.19;0.19;1.2;1.2;0.5;0.24;0.09;0.33;0.24;0.33;Matches
203;Antoine Griezmann\Antoine-Griezmann;fr FRA;FW;Barcelona;28;1991;25;24;2053;8;4;0;0;2;0;0.35;0.18;0.53;0.35;0.53;7.3;7.3;2.6;0.32;0.11;0.43;0.32;0.43;Matches
204;Andrés Guardado\Andres-Guardado;mx MEX;MF;Betis;32;1986;19;17;1443;0;2;0;0;8;0;0.00;0.12;0.12;0.00;0.12;0.8;0.8;1.5;0.05;0.10;0.15;0.05;0.15;Matches
205;Sergi Guardiola\Sergi-Guardiola;es ESP;FW;Valladolid;28;1991;25;24;2060;6;2;0;0;5;0;0.26;0.09;0.35;0.26;0.35;4.6;4.6;1.5;0.20;0.07;0.27;0.20;0.27;Matches
206;Nemanja Gudelj\Nemanja-Gudelj;rs SRB;MFDF;Sevilla;27;1991;15;3;609;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.03;0.02;0.05;0.03;0.05;Matches
207;Gonçalo Guedes\Goncalo-Guedes;pt POR;MFFW;Valencia;22;1996;10;6;598;0;1;0;0;0;0;0.00;0.15;0.15;0.00;0.15;0.6;0.6;1.0;0.10;0.15;0.25;0.10;0.25;Matches
208;Ander Guevara\Ander-Guevara;es ESP;MF;Real Sociedad;22;1997;12;10;823;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.4;0.01;0.04;0.05;0.01;0.05;Matches
